42.0,-11.277024109477008
52.0,-11.277386164123746
62.0,-11.277746464937401
72.0,-11.278105025969854
82.0,-11.278461861115883
92.0,-11.278816984114531
102.0,-11.279170408552
112.0,-11.279522147863593
122.0,-11.27987221533591
132.0,-11.280220624109326
142.0,-11.280567387179362
152.0,-11.28091251739877
162.0,-11.281256027480667
172.0,-11.281597929998574
182.0,-11.281938237390587
192.0,-11.282276961959337
202.0,-11.282614115874589
212.0,-11.282949711175998
222.0,-11.283283759773015
232.0,-11.283616273448272
242.0,-11.283947263858337
252.0,-11.284276742536605
262.0,-11.284604720893267
272.0,-11.284931210218843
282.0,-11.28525622168407
292.0,-11.285579766343087
302.0,-11.28590185513365
312.0,-11.286222498879566
322.0,-11.286541708292331
332.0,-11.286859493971612
342.0,-11.287175866407441
352.0,-11.287490835981822
362.0,-11.287804412970477
372.0,-11.288116607542399
382.0,-11.288427429763908
392.0,-11.288736889597923
402.0,-11.289044996906165
412.0,-11.289351761450428
422.0,-11.28965719289367
432.0,-11.289961300801718
442.0,-11.290264094643945
452.0,-11.290565583795319
462.0,-11.290865777536114
472.0,-11.291164685055211
482.0,-11.291462315449381
492.0,-11.29175867772569
502.0,-11.292053780802055
512.0,-11.29234763350847
522.0,-11.292640244588192
532.0,-11.292931622698859
542.0,-11.293221776413606
552.0,-11.29351071422138
562.0,-11.293798444529793
572.0,-11.294084975664026
582.0,-11.29437031586919
592.0,-11.294654473310867
602.0,-11.29493745607628
612.0,-11.295219272174828
622.0,-11.295499929539549
632.0,-11.29577943602824
642.0,-11.296057799423348
652.0,-11.29633502743399
662.0,-11.296611127696263
672.0,-11.296886107774377
682.0,-11.297159975161193
692.0,-11.297432737279426
702.0,-11.297704401482346
712.0,-11.29797497505444
722.0,-11.298244465213182
732.0,-11.298512879108102
742.0,-11.298780223823135
752.0,-11.299046506376811
762.0,-11.299311733722517
772.0,-11.299575912751024
782.0,-11.299839050288682
792.0,-11.300101153100142
802.0,-11.300362227888312
812.0,-11.300622281295501
822.0,-11.300881319903409
832.0,-11.301139350234205
842.0,-11.30139637875181
852.0,-11.301652411861514
862.0,-11.301907455911618
872.0,-11.302161517193177
882.0,-11.30241460194118
892.0,-11.302666716335493
902.0,-11.302917866500877
912.0,-11.30316805850789
922.0,-11.303417298373137
932.0,-11.30366559206129
942.0,-11.303912945483306
952.0,-11.304159364498965
962.0,-11.304404854917125
972.0,-11.304649422495292
982.0,-11.304893072941415
992.0,-11.305135811913498
1002.0,-11.305377645021027
