42.0,-11.277024124987772
52.0,-11.277472230996993
62.0,-11.277950663479068
72.0,-11.278458832397012
82.0,-11.27899609210103
92.0,-11.279561746286658
102.0,-11.280155053203767
112.0,-11.28077523106463
122.0,-11.281421463595432
132.0,-11.28209290568061
142.0,-11.282788689050054
152.0,-11.283507927959407
162.0,-11.284249724821208
172.0,-11.285013175744242
182.0,-11.285797375949283
192.0,-11.286601425027484
202.0,-11.287424432019073
212.0,-11.288265520294201
222.0,-11.28912383222299
232.0,-11.289998533629438
242.0,-11.290888818029677
252.0,-11.291793910662092
262.0,-11.292713072322375
272.0,-11.29364560302289
282.0,-11.294590845506766
292.0,-11.29554818864374
302.0,-11.296517070755836
312.0,-11.297496982916645
322.0,-11.298487472280458
332.0,-11.299488145508594
342.0,-11.300498672368125
352.0,-11.30151878958854
362.0,-11.302548305079776
372.0,-11.303587102625142
382.0,-11.304635147191426
392.0,-11.30569249100922
402.0,-11.306759280621149
412.0,-11.307835765114058
422.0,-11.308922305812525
432.0,-11.310019387751831
442.0,-11.311127633324512
452.0,-11.312247818579372
462.0,-11.313380892757912
472.0,-11.31452800179084
482.0,-11.31569051665154
492.0,-11.316870067681878
502.0,-11.318068586293663
512.0,-11.31928835580809
522.0,-11.320532073672027
532.0,-11.32180292790001
542.0,-11.323104691392077
552.0,-11.324441838828712
562.0,-11.325819692224474
572.0,-11.327244603059114
582.0,-11.328724181327848
592.0,-11.33026758509907
602.0,-11.331885888469515
612.0,-11.333592551553611
622.0,-11.335404023713181
632.0,-11.337340521146821
642.0,-11.339427032541865
652.0,-11.341694621739121
662.0,-11.344182112856133
672.0,-11.346938256195422
682.0,-11.350024469050359
692.0,-11.353518189934814
702.0,-11.357516693912148
712.0,-11.362140688591769
722.0,-11.3675356638906
732.0,-11.37386567835565
742.0,-11.381286518859618
752.0,-11.389868069331092
762.0,-11.39940359068432
772.0,-11.409010866577036
782.0,-11.416524499088283
792.0,-11.418280149097201
802.0,-11.410870537533155
812.0,-11.394713107657292
822.0,-11.37446271219589
832.0,-11.354956676735364
842.0,-11.338551623594531
852.0,-11.325584716656028
862.0,-11.31554599974623
872.0,-11.307757954334491
882.0,-11.301622452264027
892.0,-11.296673038908748
902.0,-11.292562737685232
912.0,-11.289037673350904
922.0,-11.28591235971949
932.0,-11.283050247419899
942.0,-11.28034934775886
952.0,-11.277731858525417
962.0,-11.275136714859581
972.0,-11.272514201593511
982.0,-11.269821984802226
992.0,-11.267022096562734
1002.0,-11.264078533420061
