42.0,-11.27828745182627
52.0,-11.278647776439534
62.0,-11.279006343530638
72.0,-11.279363167279419
82.0,-11.279718261705476
92.0,-11.280071640670934
102.0,-11.28042331788231
112.0,-11.280773306892973
122.0,-11.281121621105456
132.0,-11.281468273773308
142.0,-11.281813278003241
152.0,-11.282156646757517
162.0,-11.282498392855754
172.0,-11.282838528976905
182.0,-11.283177067661237
192.0,-11.283514021312518
202.0,-11.283849402199596
212.0,-11.284183222458479
222.0,-11.28451549409415
232.0,-11.284846228982193
242.0,-11.285175438870862
252.0,-11.285503135382644
262.0,-11.285829330016103
272.0,-11.28615403414748
282.0,-11.286477259032415
292.0,-11.286799015807352
302.0,-11.287119315491758
312.0,-11.287438168988787
322.0,-11.287755587087805
332.0,-11.28807158046533
342.0,-11.288386159686628
352.0,-11.288699335207315
362.0,-11.2890111173746
372.0,-11.289321516429187
382.0,-11.289630542506062
392.0,-11.289938205636474
402.0,-11.290244515748835
412.0,-11.290549482670217
422.0,-11.290853116128048
432.0,-11.29115542575059
442.0,-11.291456421069249
452.0,-11.291756111518904
462.0,-11.292054506439639
472.0,-11.292351615078228
482.0,-11.292647446588386
492.0,-11.292942010033027
502.0,-11.293235314384669
512.0,-11.293527368527283
522.0,-11.293818181256412
532.0,-11.2941077612815
542.0,-11.294396117226134
552.0,-11.294683257629108
562.0,-11.294969190946173
572.0,-11.295253925550352
582.0,-11.295537469733377
592.0,-11.295819831706638
602.0,-11.296101019602162
612.0,-11.296381041473413
622.0,-11.296659905296712
632.0,-11.296937618971494
642.0,-11.297214190322077
652.0,-11.297489627098042
662.0,-11.297763936975105
672.0,-11.29803712755632
682.0,-11.298309206372961
692.0,-11.298580180885022
702.0,-11.298850058482516
712.0,-11.299118846486117
722.0,-11.299386552147608
732.0,-11.299653182651783
742.0,-11.299918745116088
752.0,-11.300183246592123
762.0,-11.300446694065887
772.0,-11.300709094459407
782.0,-11.30097045463046
792.0,-11.301230781374267
802.0,-11.301490081423523
812.0,-11.301748361449375
822.0,-11.30200562806246
832.0,-11.302261887813126
842.0,-11.302517147192281
852.0,-11.302771412632495
862.0,-11.303024690507883
872.0,-11.30327698713568
882.0,-11.303528308776071
892.0,-11.303778661633373
902.0,-11.304028051856644
912.0,-11.304276485539859
922.0,-11.304523968723215
932.0,-11.304770507393544
942.0,-11.305016107484214
952.0,-11.305260774876652
962.0,-11.305504515400816
972.0,-11.305747334835152
982.0,-11.305989238907701
992.0,-11.306230233296468
1002.0,-11.306470323630455
